City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,taunsa,30.7048,70.6505,299.01,28,27,3.99,PK,1712879696
364,quesnel,52.9999,-122.5029,286.43,35,75,5.14,CA,1712879696
365,newala kisimani,-10.95,39.2833,293.65,97,100,1.44,TZ,1712879696
366,altay,47.8667,88.1167,275.3,97,100,1.63,CN,1712879696
367,ambon,-3.6954,128.1814,302.23,74,40,3.09,ID,1712879696
368,dalian,38.9122,121.6022,285.11,71,0,4.0,CN,1712879696
369,akim swedru,5.8938,-1.0164,298.23,94,100,0.81,GH,1712879696
370,luanda,-8.8368,13.2343,300.15,84,75,3.09,AO,1712879461
371,hohhot,40.8106,111.6522,282.31,53,0,3.0,CN,1712879696
372,mirny,62.5353,113.9611,250.5,99,94,1.34,RU,1712879696
373,alice springs,-23.7,133.8833,292.16,33,3,3.09,AU,1712879697
374,nadym,65.5333,72.5167,260.35,89,100,13.72,RU,1712879697
375,al ghayzah,16.2079,52.176,299.8,73,98,3.29,YE,1712879697
376,prince albert,53.2001,-105.7677,282.12,49,40,4.12,CA,1712879697
377,ulanhot,46.0833,122.0833,287.73,54,100,4.12,CN,1712879697
378,conception bay south,47.4999,-52.9981,275.33,80,1,4.41,CA,1712879595
379,borkum,53.5809,6.6915,286.45,92,100,7.03,DE,1712879697
380,ouadda,8.0777,22.4007,297.3,18,31,2.36,CF,1712879697
381,iskateley,67.6803,53.1512,274.83,100,100,7.6,RU,1712879697
382,south sioux city,42.4739,-96.4136,287.12,28,75,8.75,US,1712879697
383,alness,57.696,-4.2551,287.02,82,100,2.59,GB,1712879697
384,yerofey pavlovich,53.9667,121.9667,274.91,92,100,2.09,RU,1712879697
385,fayzabad,37.1166,70.58,288.15,44,100,2.71,AF,1712879698
386,concepcion del oro,24.6333,-101.4167,292.11,22,45,8.85,MX,1712879698
387,poli,-3.3333,36.8,290.24,94,86,0.91,TZ,1712879698
388,protaras,35.0125,34.0583,290.92,95,3,0.45,CY,1712879698
389,sao vicente,-23.9631,-46.3919,298.3,59,88,0.45,BR,1712879622
390,sandpoint,48.2766,-116.5533,290.29,38,0,1.54,US,1712879697
391,northam,51.0333,-4.2167,283.37,95,80,7.0,GB,1712879698
392,brisas de zicatela,15.8369,-97.0419,303.44,70,0,2.57,MX,1712879449
393,chaozhou,23.6651,116.6379,294.07,72,9,0.35,CN,1712879698
394,kushuhum,47.7144,35.2092,288.74,64,3,2.99,UA,1712879698
395,puerto aysen,-45.4,-72.7,278.2,92,0,0.31,CL,1712879698
396,manta,-0.95,-80.7333,301.03,78,20,4.63,EC,1712879522
397,kolokani,13.5728,-8.0339,302.81,32,71,1.93,ML,1712879698
398,naze,28.3667,129.4833,293.66,86,91,3.75,JP,1712879698
399,guanare,9.0418,-69.7421,304.25,34,3,1.24,VE,1712879698
400,gadzhiyevo,69.2551,33.3362,272.24,88,100,11.39,RU,1712879602
401,chilliwack,49.1747,-121.9443,282.6,92,100,0.89,CA,1712879699
402,kirakira,-10.4544,161.9205,303.56,64,89,2.34,SB,1712879699
403,farafangana,-22.8167,47.8333,297.25,86,100,3.63,MG,1712879699
404,mina clavero,-31.721,-65.0062,284.81,99,95,1.84,AR,1712879699
405,salalah,17.0151,54.0924,301.2,69,40,2.06,OM,1712879603
406,panaba,21.2833,-88.2667,296.99,60,91,5.57,MX,1712879699
407,ji'an,27.1172,114.9793,292.74,94,100,0.65,CN,1712879699
408,ketchikan,55.3422,-131.6461,280.56,81,75,1.54,US,1712879699
409,antigonish,45.6169,-61.9986,278.61,68,78,1.79,CA,1712879590
410,looe,50.3578,-4.4542,284.89,92,55,5.51,GB,1712879699
411,palapag,12.5458,125.1147,299.98,86,75,2.97,PH,1712879699
412,mediesu aurit,47.7833,23.15,285.79,94,35,1.23,RO,1712879699
413,puerto baquerizo moreno,-0.9,-89.6,299.13,84,64,3.34,EC,1712879408
414,igrim,63.1906,64.4162,274.78,99,100,4.65,RU,1712879699
415,palmer,42.1584,-72.3287,288.63,81,100,2.57,US,1712879699
416,alesund,62.4723,6.1549,283.66,66,90,7.2,NO,1712879699
417,fort st. john,56.2499,-120.8529,283.09,40,100,3.6,CA,1712879414
418,soata,6.3337,-72.6828,285.47,83,68,0.94,CO,1712879699
419,ressano garcia,-25.442,31.9913,288.88,79,38,2.15,MZ,1712879699
420,nikel,69.4128,30.222,273.25,92,99,7.09,RU,1712879700
421,chanika,-5.4167,38.0167,294.06,99,60,1.22,TZ,1712879700
422,shimoda,34.6667,138.95,286.54,81,89,7.02,JP,1712879700
423,saint-felicien,48.6501,-72.4491,281.43,100,100,1.54,CA,1712879700
424,kismayo,-0.3582,42.5454,302.0,77,44,3.27,SO,1712879700
425,vilyuysk,63.7553,121.6247,254.26,96,58,2.68,RU,1712879700
426,ati,13.2154,18.3353,302.93,8,90,7.09,TD,1712879700
427,horta,38.5333,-28.6333,288.72,94,95,1.34,PT,1712879603
428,skovorodino,53.9833,123.9167,274.66,85,100,2.79,RU,1712879700
429,bodo,67.28,14.405,277.17,70,75,5.14,NO,1712879700
430,butembo,0.15,29.2833,288.16,94,95,1.27,CD,1712879700
431,papao,-17.75,-149.55,303.97,86,91,8.17,PF,1712879701
432,olinda,-8.0089,-34.8553,302.0,84,40,3.6,BR,1712879701
433,nantucket,41.2835,-70.0995,284.23,99,100,5.14,US,1712879670
434,durres,41.3231,19.4414,285.25,83,0,0.48,AL,1712879701
435,bontang,0.1333,117.5,300.36,82,92,4.28,ID,1712879701
436,mlalo,-4.9333,38.9333,297.55,94,25,2.27,TZ,1712879701
437,kerben,40.2951,72.1863,285.43,41,98,1.7,KG,1712879701
438,benguela,-12.5763,13.4055,298.46,86,100,2.25,AO,1712879702
439,amahai,-3.3333,128.9167,301.13,73,88,0.9,ID,1712879702
440,raduzhnyy,62.0961,77.475,257.73,91,92,5.51,RU,1712879702
441,chibougamau,49.9168,-74.3659,280.94,76,100,3.6,CA,1712879703
442,kurumkan,54.3,110.3,276.55,79,100,2.24,RU,1712879703
443,boa vista,2.8197,-60.6733,306.14,49,20,5.66,BR,1712879703
444,itamaraca,-7.7478,-34.8256,302.18,81,38,2.93,BR,1712879703
445,sabha,27.0377,14.4283,294.98,16,1,10.07,LY,1712879703
446,tevriz,57.509,72.4042,269.61,85,67,4.07,RU,1712879703
447,juneau,58.3019,-134.4197,280.05,65,75,5.66,US,1712879584
448,mutuali,-14.8706,37.0044,294.1,94,100,1.44,MZ,1712879704
449,labasa,-16.4167,179.3833,303.99,64,82,2.33,FJ,1712879704
450,ahraura,25.0167,83.0167,298.29,44,45,3.15,IN,1712879704
451,broken hill,-31.95,141.4333,288.76,49,34,4.7,AU,1712879704
452,dubbo,-32.25,148.6167,292.22,68,0,5.66,AU,1712879705
453,putina,-15.4667,-69.4333,282.89,72,54,2.79,PE,1712879705
454,bukhara,39.7747,64.4286,290.12,59,75,2.06,UZ,1712879705
455,al hoceima,35.2433,-3.9309,291.72,37,0,3.09,MA,1712879705
456,olyokminsk,60.3736,120.4264,265.06,74,98,3.29,RU,1712879705
457,malvan,16.0667,73.4667,299.39,63,31,4.54,IN,1712879705
458,lata,40.1629,-8.3327,292.55,83,97,1.54,PT,1712879706
459,barcelos,41.5388,-8.6151,294.09,80,100,2.44,PT,1712879706
460,belozersk,60.0326,37.7957,278.38,72,88,5.9,RU,1712879706
461,sumbawa besar,-8.5,117.4333,299.55,90,84,0.79,ID,1712879706
462,shevchenko,48.5,35.0,292.76,59,99,2.25,UA,1712879707
463,gladstone,-23.85,151.25,298.11,61,75,5.66,AU,1712879705
464,antofagasta,-23.65,-70.4,292.75,87,81,2.44,CL,1712879707
465,eduardo castex,-35.915,-64.2945,281.49,87,100,4.38,AR,1712879707
466,pumiao,22.75,108.4833,297.37,90,100,3.59,CN,1712879708
467,susanville,40.4163,-120.653,297.06,21,0,9.77,US,1712879708
468,antalaha,-14.9003,50.2788,297.86,92,36,1.63,MG,1712879709
469,filey,54.21,-0.2892,288.18,85,100,4.47,GB,1712879709
470,mana,5.6592,-53.7767,299.08,87,96,4.17,GF,1712879709
471,bangassou,4.7413,22.8184,297.55,53,24,0.8,CF,1712879709
472,polyarnyy,69.1989,33.4478,272.11,88,100,11.21,RU,1712879709
473,sisimiut,66.9395,-53.6735,268.05,90,96,2.07,GL,1712879709
474,kulhudhuffushi,6.6221,73.07,302.68,75,41,4.47,MV,1712879709
475,cleja,46.4167,26.9,287.03,71,0,1.03,RO,1712879709
476,mournies,35.4764,24.0092,291.94,94,0,2.06,GR,1712879710
477,dunay,42.8803,132.3375,277.89,91,8,3.62,RU,1712879710
478,wanning,18.8003,110.3967,299.09,85,30,1.15,CN,1712879710
479,janeng,-25.4167,25.55,283.95,65,0,2.74,BW,1712879710
480,petra,30.3222,35.4793,283.95,73,0,1.02,JO,1712879710
481,kununurra,-15.7667,128.7333,298.14,53,40,3.09,AU,1712879453
482,chibuto,-24.6867,33.5306,291.11,85,39,2.57,MZ,1712879710
483,i-n-salah,27.1935,2.4607,294.24,26,0,5.52,DZ,1712879710
484,novodvinsk,64.4165,40.8122,278.03,97,99,6.44,RU,1712879711
485,redcliff,-19.0333,29.7833,289.81,75,62,5.65,ZW,1712879711
486,nemuro,43.3236,145.575,278.44,94,100,7.5,JP,1712879711
487,sanya,18.2431,109.505,299.24,89,20,3.0,CN,1712879661
488,sake,-1.5736,29.045,290.28,96,96,0.59,CD,1712879711
489,cuajinicuilapa,16.4667,-98.4167,303.46,50,17,3.12,MX,1712879711
490,broome,42.2506,-75.833,291.18,83,100,6.17,US,1712879589
491,shelbyville,35.4834,-86.4603,286.5,40,0,2.57,US,1712879711
492,bubaque,11.2833,-15.8333,297.23,71,0,9.57,GW,1712879711
493,pahlgam,34.0333,75.3333,272.85,76,62,4.31,IN,1712879711
494,ola,59.5833,151.2833,269.34,83,35,0.95,RU,1712879711
495,mount gambier,-37.8333,140.7667,287.36,60,100,2.06,AU,1712879711
496,san juan bautista,-14.0108,-75.7358,298.15,59,39,3.21,PE,1712879712
497,puerto quijarro,-17.7833,-57.7667,298.2,91,95,1.03,BO,1712879712
498,umm kaddadah,13.6017,26.6876,297.38,13,3,6.14,SD,1712879712
499,sarpang,26.864,90.2674,292.72,46,51,2.23,BT,1712879712
500,todos santos,23.45,-110.2167,302.76,66,87,1.75,MX,1712879712
501,nogliki,51.8333,143.1667,276.67,88,47,5.36,RU,1712879632
502,urengoy,65.9667,78.3667,253.01,91,100,7.56,RU,1712879712
503,chardara,41.2547,67.9692,289.18,60,100,3.09,KZ,1712879712
504,saint lucia,-27.5,153.0,299.17,68,0,4.63,AU,1712879712
505,la ronge,55.1001,-105.2842,278.29,60,20,5.14,CA,1712879712
506,pingliang,35.5392,106.6861,287.89,49,1,1.39,CN,1712879712
507,caleta de carquin,-11.0925,-77.6267,295.52,81,62,4.99,PE,1712879712
508,kuta,-8.7233,115.1723,301.12,88,40,1.03,ID,1712879713
509,matoury,4.8483,-52.3317,301.13,89,75,1.54,GF,1712879565
510,hincesti,46.8258,28.5936,287.91,66,16,4.34,MD,1712879713
511,havre,49.5833,0.3333,287.37,88,100,2.57,FR,1712879713
512,la sarre,48.8002,-79.1996,281.22,87,100,3.45,CA,1712879713
513,geraldton,-28.7667,114.6,294.38,64,100,3.09,AU,1712879711
514,impfondo,1.6381,18.0667,296.96,88,97,1.1,CG,1712879713
515,funafuti,-8.5243,179.1942,306.15,75,75,1.03,TV,1712879713
516,taltal,-25.4,-70.4833,291.71,78,51,1.4,CL,1712879713
517,buala,-8.145,159.5921,303.17,67,100,1.82,SB,1712879713
518,doaba,33.4244,70.7364,292.58,45,50,1.91,PK,1712879713
519,gwadar,25.1216,62.3254,298.39,88,28,1.96,PK,1712879434
520,lamu,-2.2717,40.902,300.78,86,68,3.79,KE,1712879713
521,rabaul,-4.1967,152.1721,301.32,74,100,0.31,PG,1712879713
522,kapuskasing,49.4169,-82.4331,288.15,38,100,3.6,CA,1712879713
523,penzance,50.1186,-5.5371,284.53,87,69,7.97,GB,1712879713
524,midvagur,62.0511,-7.1939,281.61,87,100,4.12,FO,1712879713
525,selfoss,63.9331,-20.9971,275.95,96,100,2.46,IS,1712879714
526,abbeville,50.1,1.8333,286.07,96,67,2.69,FR,1712879426
527,sambava,-14.2667,50.1667,297.97,94,52,1.78,MG,1712879714
528,pirai do sul,-24.5261,-49.9486,291.85,88,100,3.21,BR,1712879714
529,torghay,49.6339,63.4981,276.21,64,7,2.44,KZ,1712879647
530,pregradnaya,43.9508,41.1994,283.16,89,79,1.33,RU,1712879714
531,bekovo,52.4663,43.712,287.64,83,100,2.98,RU,1712879714
532,sao jose da coroa grande,-8.8978,-35.1478,300.53,81,43,3.39,BR,1712879714
533,ljusdal,61.8288,16.0913,276.97,86,70,3.09,SE,1712879714
534,el nido,11.1858,119.3956,301.53,71,63,4.13,PH,1712879714
535,quellon,-43.1167,-73.6167,282.01,74,0,1.97,CL,1712879714
536,broceni,56.7,22.5333,281.7,90,100,6.67,LV,1712879714
537,santa elena de uairen,4.6167,-61.1333,299.12,50,96,3.25,VE,1712879627
538,mount pearl,47.5166,-52.7813,275.0,82,0,5.14,CA,1712879431
539,bamboo flat,11.7,92.7167,301.2,89,7,0.51,IN,1712879714
540,kudahuvadhoo,2.6708,72.8944,302.32,69,44,1.29,MV,1712879715
541,poronaysk,49.2167,143.1167,283.25,61,35,3.65,RU,1712879715
542,dunedin,-45.8742,170.5036,282.48,92,100,1.34,NZ,1712879714
543,pampa del indio,-26.0647,-59.919,290.64,99,100,2.96,AR,1712879715
544,ugoofaaru,5.6667,73.0,302.18,73,80,2.41,MV,1712879715
545,beyneu,45.3167,55.2,282.69,61,0,4.46,KZ,1712879611
546,sirjan,29.452,55.6814,288.35,56,0,1.96,IR,1712879715
547,morondava,-20.2833,44.2833,297.47,74,95,5.42,MG,1712879622
548,missoula,47.0166,-113.8009,286.79,57,87,1.84,US,1712879701
549,orlovskiy,46.8714,42.0592,288.72,59,81,1.42,RU,1712879715
550,ocean city,39.2776,-74.5746,290.29,91,100,4.02,US,1712879678
551,xiulin,29.7167,112.4,290.32,87,1,1.22,CN,1712879715
